"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","RU18","City of Moscow","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2012","2012",,,"0","Units",,,37.2,,
"2","Large regions (TL2)","RU18","City of Moscow","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2013","2013",,,"0","Units",,,36.8,,
"2","Large regions (TL2)","RU18","City of Moscow","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2014","2014",,,"0","Units",,,33.6,,
"2","Large regions (TL2)","RU18","City of Moscow","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2015","2015",,,"0","Units",,,28.1,,
"2","Large regions (TL2)","RU34","Volgograd Oblast","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2014","2014",,,"0","Units",,,0.1,,
"2","Large regions (TL2)","RU34","Volgograd Oblast","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2015","2015",,,"0","Units",,,0,,
"2","Large regions (TL2)","RU35","Rostov Oblast","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2013","2013",,,"0","Units",,,0.1,,
"2","Large regions (TL2)","CA35","Ontario","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2012","2012",,,"0","Units",,,106.7,,
"2","Large regions (TL2)","CA35","Ontario","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2013","2013",,,"0","Units",,,111.5,,
"2","Large regions (TL2)","CA35","Ontario","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2015","2015",,,"0","Units",,,98.6,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2011","2011",,,"0","Units",,,37.5,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2012","2012",,,"0","Units",,,31.9,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2013","2013",,,"0","Units",,,34.2,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2015","2015",,,"0","Units",,,32.3,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2014","2014",,,"0","Units",,,26.9,,
"1","Country","GRC","Greece","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2012","2012",,,"0","Units",,,10.4,,
"1","Country","GRC","Greece","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2013","2013",,,"0","Units",,,10.6,,
"1","Country","GRC","Greece","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2014","2014",,,"0","Units",,,11.2,,
"1","Country","GRC","Greece","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2015","2015",,,"0","Units",,,9.5,,
"1","Country","HUN","Hungary","PCT_MILLION","PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level","ALL","All regions","2012","2012",,,"0","Units",,,23.5,,
