Provinces;Five-year age group;Nationality;Sex;Period;Total
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2022;""
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2021;""
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2021;""
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2020;""
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2020;4,169.550304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2019;4,074.550304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2019;4,015.550304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2018;3,950.550304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2018;3,839.550304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2017;3,770.030304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2017;3,706.510304
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2016;3,621.403950
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2016;3,619.907553
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2015;3,585.674217
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2015;3,561.302692
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2014;3,606.144296
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2014;3,680.031144
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2013;3,799.992126
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2013;3,922.151585
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2012;3,918.465184
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2012;3,877.224325
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2011;3,832.369274
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2011;3,847.921772
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2010;3,804.485098
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2010;3,776.486317
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2009;3,698.728258
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2009;3,580.061420
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2008;3,440.516516
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2008;3,305.552621
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2007;3,176.690118
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2007;3,020.748656
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2006;2,856.601435
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2006;2,639.920093
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2005;2,429.211758
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2005;2,050.726256
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2004;1,685.962548
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2004;1,602.640946
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2003;1,467.728438
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2003;1,302.099525
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 July 2002;1,122.690546
41 Sevilla;Total;País de Europa menos UE28;Both sexes;1 January 2002;996.105124
41 Sevilla;Total;De Africa;Both sexes;1 July 2022;13,712.330262
41 Sevilla;Total;De Africa;Both sexes;1 January 2022;13,550.810262
41 Sevilla;Total;De Africa;Both sexes;1 July 2021;13,401.810262
41 Sevilla;Total;De Africa;Both sexes;1 January 2021;13,292.810262
41 Sevilla;Total;De Africa;Both sexes;1 July 2020;13,331.810262
41 Sevilla;Total;De Africa;Both sexes;1 January 2020;13,043.810262
41 Sevilla;Total;De Africa;Both sexes;1 July 2019;12,496.810262
41 Sevilla;Total;De Africa;Both sexes;1 January 2019;11,964.810262
41 Sevilla;Total;De Africa;Both sexes;1 July 2018;11,755.810262
41 Sevilla;Total;De Africa;Both sexes;1 January 2018;11,583.810262
41 Sevilla;Total;De Africa;Both sexes;1 July 2017;11,442.810262
41 Sevilla;Total;De Africa;Both sexes;1 January 2017;11,530.810262
41 Sevilla;Total;De Africa;Both sexes;1 July 2016;11,679.473384
41 Sevilla;Total;De Africa;Both sexes;1 January 2016;12,099.946915
41 Sevilla;Total;De Africa;Both sexes;1 July 2015;12,308.177830
41 Sevilla;Total;De Africa;Both sexes;1 January 2015;12,426.311550
41 Sevilla;Total;De Africa;Both sexes;1 July 2014;12,621.384142
41 Sevilla;Total;De Africa;Both sexes;1 January 2014;13,092.251238
41 Sevilla;Total;De Africa;Both sexes;1 July 2013;13,753.129511
41 Sevilla;Total;De Africa;Both sexes;1 January 2013;14,159.580109
41 Sevilla;Total;De Africa;Both sexes;1 July 2012;14,334.877112
41 Sevilla;Total;De Africa;Both sexes;1 January 2012;14,305.715685
41 Sevilla;Total;De Africa;Both sexes;1 July 2011;14,132.711446
41 Sevilla;Total;De Africa;Both sexes;1 January 2011;14,086.080759
41 Sevilla;Total;De Africa;Both sexes;1 July 2010;13,865.834453
41 Sevilla;Total;De Africa;Both sexes;1 January 2010;13,674.551921
41 Sevilla;Total;De Africa;Both sexes;1 July 2009;13,201.926874
41 Sevilla;Total;De Africa;Both sexes;1 January 2009;12,568.803433
41 Sevilla;Total;De Africa;Both sexes;1 July 2008;11,794.812934
41 Sevilla;Total;De Africa;Both sexes;1 January 2008;10,786.981062
41 Sevilla;Total;De Africa;Both sexes;1 July 2007;10,002.094006
41 Sevilla;Total;De Africa;Both sexes;1 January 2007;9,272.207971
41 Sevilla;Total;De Africa;Both sexes;1 July 2006;8,754.599575
41 Sevilla;Total;De Africa;Both sexes;1 January 2006;8,337.276576
41 Sevilla;Total;De Africa;Both sexes;1 July 2005;8,015.416106
41 Sevilla;Total;De Africa;Both sexes;1 January 2005;7,319.323335
41 Sevilla;Total;De Africa;Both sexes;1 July 2004;6,547.749618
41 Sevilla;Total;De Africa;Both sexes;1 January 2004;6,161.824184
41 Sevilla;Total;De Africa;Both sexes;1 July 2003;5,642.105774
41 Sevilla;Total;De Africa;Both sexes;1 January 2003;5,129.937199
41 Sevilla;Total;De Africa;Both sexes;1 July 2002;4,473.829152
41 Sevilla;Total;De Africa;Both sexes;1 January 2002;3,894.527757
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2022;2,611.197242
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2022;2,548.677242
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2021;2,469.677242
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2021;2,477.677242
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2020;2,447.677242
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2020;2,407.677242
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2019;2,284.828921
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2019;2,178.980600
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2018;2,106.460600
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2018;2,072.940600
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2017;1,957.940600
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2017;1,914.940600
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2016;1,857.966333
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2016;1,800.466624
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2015;1,722.325666
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2015;1,662.377216
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2014;1,646.332748
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2014;1,697.554263
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2013;1,735.381234
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2013;1,752.693865
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2012;1,714.225118
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2012;1,674.951616
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2011;1,631.342884
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2011;1,603.859525
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2010;1,590.600652
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2010;1,593.916912
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2009;1,569.256541
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2009;1,535.670252
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2008;1,521.095186
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2008;1,505.473557
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2007;1,473.105314
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2007;1,454.241401
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2006;1,442.048552
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2006;1,439.348699
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2005;1,377.697770
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2005;1,293.255001
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2004;1,226.261794
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2004;1,187.518184
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2003;1,164.032686
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2003;1,108.132650
41 Sevilla;Total;De América del Norte;Both sexes;1 July 2002;1,041.878252
41 Sevilla;Total;De América del Norte;Both sexes;1 January 2002;980.106892
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2022;11,822.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2022;11,154.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2021;11,031.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2021;10,778.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2020;9,978.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2020;8,980.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2019;7,706.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2019;6,444.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2018;5,620.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2018;5,037.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2017;4,555.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2017;4,175.294993
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2016;3,985.678157
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2016;4,021.929900
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2015;3,867.391769
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2015;3,739.380489
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2014;3,706.465770
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2014;3,814.111762
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2013;3,982.680773
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2013;4,054.349128
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2012;3,887.152016
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2012;3,700.074632
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2011;3,525.417338
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2011;3,283.562623
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2010;3,080.046032
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2010;2,884.416342
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2009;2,723.232502
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2009;2,445.511796
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2008;2,197.464540
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2008;1,924.040261
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2007;1,702.688664
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2007;1,463.123322
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2006;1,327.520728
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2006;1,246.145972
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2005;1,199.176482
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2005;1,121.372544
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2004;994.063986
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2004;947.633048
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2003;886.444202
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2003;803.845822
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 July 2002;722.313132
41 Sevilla;Total;De Centro América y Caribe;Both sexes;1 January 2002;659.404426
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2022;20,110.363706
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2022;17,831.843706
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2021;17,447.323706
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2021;17,491.803706
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2020;17,000.283706
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2020;15,879.763706
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2019;14,611.949851
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2019;13,342.135995
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2018;12,681.135995
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2018;12,039.135995
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2017;11,505.135995
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2017;10,925.135995
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2016;10,716.107486
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2016;11,513.820828
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2015;11,796.251568
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2015;12,269.899136
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2014;13,112.421157
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2014;15,194.206775
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2013;17,706.391210
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2013;20,191.394480
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2012;20,890.113250
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2012;22,011.855807
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2011;22,827.188314
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2011;23,390.317344
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2010;24,214.055171
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2010;24,771.441014
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2009;25,015.766010
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2009;24,204.914129
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2008;22,954.187522
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2008;21,709.357392
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2007;20,451.511565
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2007;18,314.181018
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2006;16,853.545384
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2006;15,686.391753
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2005;14,894.087388
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2005;13,111.616046
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2004;11,530.942205
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2004;10,818.844464
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2003;9,839.634424
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2003;8,538.935011
41 Sevilla;Total;De Sudamérica;Both sexes;1 July 2002;7,235.528540
41 Sevilla;Total;De Sudamérica;Both sexes;1 January 2002;5,653.289007
41 Sevilla;Total;De Asia;Both sexes;1 July 2022;7,532.106161
41 Sevilla;Total;De Asia;Both sexes;1 January 2022;7,500.106161
41 Sevilla;Total;De Asia;Both sexes;1 July 2021;7,522.586161
41 Sevilla;Total;De Asia;Both sexes;1 January 2021;7,620.066161
41 Sevilla;Total;De Asia;Both sexes;1 July 2020;7,634.066161
41 Sevilla;Total;De Asia;Both sexes;1 January 2020;7,564.066161
41 Sevilla;Total;De Asia;Both sexes;1 July 2019;7,388.066161
41 Sevilla;Total;De Asia;Both sexes;1 January 2019;7,155.066161
41 Sevilla;Total;De Asia;Both sexes;1 July 2018;7,006.066161
41 Sevilla;Total;De Asia;Both sexes;1 January 2018;6,902.066161
41 Sevilla;Total;De Asia;Both sexes;1 July 2017;6,782.066161
41 Sevilla;Total;De Asia;Both sexes;1 January 2017;6,661.066161
41 Sevilla;Total;De Asia;Both sexes;1 July 2016;6,457.617160
41 Sevilla;Total;De Asia;Both sexes;1 January 2016;6,384.828675
41 Sevilla;Total;De Asia;Both sexes;1 July 2015;6,287.035390
41 Sevilla;Total;De Asia;Both sexes;1 January 2015;6,212.515459
41 Sevilla;Total;De Asia;Both sexes;1 July 2014;6,143.155088
41 Sevilla;Total;De Asia;Both sexes;1 January 2014;6,037.166712
41 Sevilla;Total;De Asia;Both sexes;1 July 2013;5,923.433883
41 Sevilla;Total;De Asia;Both sexes;1 January 2013;5,829.865240
41 Sevilla;Total;De Asia;Both sexes;1 July 2012;5,671.090036
41 Sevilla;Total;De Asia;Both sexes;1 January 2012;5,482.837719
41 Sevilla;Total;De Asia;Both sexes;1 July 2011;5,325.258936
41 Sevilla;Total;De Asia;Both sexes;1 January 2011;5,127.655615
41 Sevilla;Total;De Asia;Both sexes;1 July 2010;4,950.081826
41 Sevilla;Total;De Asia;Both sexes;1 January 2010;4,728.769588
41 Sevilla;Total;De Asia;Both sexes;1 July 2009;4,533.030226
41 Sevilla;Total;De Asia;Both sexes;1 January 2009;4,235.673836
41 Sevilla;Total;De Asia;Both sexes;1 July 2008;3,964.852660
41 Sevilla;Total;De Asia;Both sexes;1 January 2008;3,568.287432
41 Sevilla;Total;De Asia;Both sexes;1 July 2007;3,302.848317
41 Sevilla;Total;De Asia;Both sexes;1 January 2007;3,032.414740
41 Sevilla;Total;De Asia;Both sexes;1 July 2006;2,869.469670
41 Sevilla;Total;De Asia;Both sexes;1 January 2006;2,651.987745
41 Sevilla;Total;De Asia;Both sexes;1 July 2005;2,490.701546
41 Sevilla;Total;De Asia;Both sexes;1 January 2005;2,244.456474
41 Sevilla;Total;De Asia;Both sexes;1 July 2004;1,931.874304
41 Sevilla;Total;De Asia;Both sexes;1 January 2004;1,665.156687
41 Sevilla;Total;De Asia;Both sexes;1 July 2003;1,448.339714
41 Sevilla;Total;De Asia;Both sexes;1 January 2003;1,237.279961
41 Sevilla;Total;De Asia;Both sexes;1 July 2002;1,079.638528
41 Sevilla;Total;De Asia;Both sexes;1 January 2002;916.053126
